action,report,source,match_method,score
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3297-Brodovitch-title-contents-copyright-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/02-AlexeyBrodovitch.md",same_book_order,0.000
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3298-Brodovitch-introduction-formative-years-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/03-AlexeyBrodovitch.md",same_book_order,0.000
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3299-Brodovitch-ballets-russes-paris-modernism-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/04-BALLETS RUSSES.md",same_book_order,0.286
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3300-Brodovitch-prunier-athelia-commercial-art-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/05-SMEUNI.md",same_book_order,0.000
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3301-Brodovitch-athelia-freelance-networks-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/06-ATHELIA.md",same_book_order,0.167
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3302-Brodovitch-contes-fantastiques-book-illustration-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/07-CONTESFANTASTIQUES.md",same_book_order,0.000
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3303-Brodovitch-bauer-type-advertising-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/08-BAUERBeton,a creation of Bauer's chief designer, Heinrich Jo.md",same_book_order,0.077
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3304-Brodovitch-harpers-bazaar-paper-movies-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/09-BAZAAR.md",same_book_order,0.143
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3305-Brodovitch-saks-freelance-bazaar-tensions-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/10-aksFifthue工.md",same_book_order,0.000
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3306-Brodovitch-design-lab-photography-ballet-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/11-TAXI.md",same_book_order,0.000
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3307-Brodovitch-hobo-signs-portfolio-feature-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/12-HOBOSIGNS.md",same_book_order,0.000
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3308-Brodovitch-robert-osborn-postscript-index-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/13-ROBERT OSBORN.md",same_book_order,0.286
rewrite_existing_unmapped_report,"00-books-result/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/B3309-Brodovitch-complete-aggregate-report.md","00-books/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha/Alexey Brodovitch：《Kerry William Purcell; Alexey Brodovitch -- 2002, 2002 -- Pha.md",same_book_order,0.100
rewrite_existing_unmapped_report,"00-books-result/Digital Design Theory_ Readings from the Field (Design -- Armstrong, Helen -- De/B0251-digital-fragment-11-report.md","00-books/Digital Design Theory_ Readings from the Field (Design -- Armstrong, Helen -- De/11-LAL M ENTWIS SS T T SS IS S IAFO ATFO L ISE.md",same_book_order,0.091
rewrite_existing_unmapped_report,"00-books-result/MINDELL, DAVID A. Automation's Finest Hour Radar and System Integration in World/B0355-Automation-Finest-Hour-preface-report.md","00-books/MINDELL, DAVID A. Automation's Finest Hour Radar and System Integration in World/MINDELL, DAVID A. Automation's Finest Hour Radar and System Integration in World_01_preface_AUTOMATION'S_FINEST_HOUR__RADA.md",same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0379-Fabrics-by-Yard-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/47-CHAPTER 3 HANDWOVEN FABRICS BY THE YARD.md,same_book_name_similarity,0.429
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0381-Consumer-in-Infinity-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/48-CHAPTER 4 DESIGNING THE ‘CONSUMER IN INFINITY’ CHA.md,same_book_name_similarity,0.375
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0384-Just-Decoration-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/49-CHAPTER 6 JUST DECORATION CHAPTER 7 GOLDFISH MEMOR.md,same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0386-Creature-Comforts-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/50-CHAPTER 8 CREATURE COMFORTS CHAPTER 9 JACOB JENSEN.md,same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0392-Exhibitable-Furniture-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/51-CHAPTER 11 EXHIBITABLE FURNITURE CHAPTER 12 THE AD.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0396-Policies-to-Politics-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/42-From Policies to Politics FinnishDesign on the Ide.md,same_book_name_similarity,0.375
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0397-Full-Palette-Black-White-report.md,"00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/43-FROM A FULL PALETTE TO BLACK AND WHITE CRAFT, NOST.md",same_book_name_similarity,0.444
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0398-Concluding-Remarks-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/44-CONCLUDING REMARKS Epilogue.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0403-Chapter-13-Policies-Bibliography-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/52-CHAPTER 13 FROM POLICIES TO POLITICS Select Biblio.md,same_book_name_similarity,0.300
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0404-Index-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/53-300 INDEX.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/B0405-Scandinavian-Design-full-report.md,00-books/Scandinavian Design Alternative Histories (Kjetil Fallan (editor))/Scandinavian Design Alternative Histories (Kjetil Fallan (editor)).md,same_book_name_similarity,0.222
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0418-City-Crown-Church-report.md,"00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/03-Negotiating Absolute PowerCity, Crown, and Church.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0423-Aesthetics-Productive-Labor-report.md,00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/08-The Separation of Aestheticsand Productive Labor.md,same_book_name_similarity,0.250
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0425-Bourgeoisie-Consumers-report.md,00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/10-The Bourgeoisie as Consumers.md,same_book_name_similarity,0.400
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0426-Ameublement-report.md,00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/11-L'AMEUBLEMENT.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0427-Style-Commercial-World-report.md,00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/12-Style in the NewCommercial World.md,same_book_name_similarity,0.286
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0429-Style-Nation-Market-report.md,"00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/14-Style, the Nation,and the Market.md",same_book_name_similarity,0.600
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0430-Mass-Stylistic-Regime-report.md,00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/15-Toward a Mass Stylistic RegimeThe Citizen-Consumer.md,same_book_name_similarity,0.222
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0431-Bibliography-report.md,00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/16-Bibliography.md,same_book_name_similarity,0.333
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0432-General-Index-report.md,00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/17-General Index.md,same_book_name_similarity,0.500
rewrite_existing_unmapped_report,00-books-result/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/B0433-Index-of-Names-report.md,00-books/Taste and Power _ Furnishing Modern France -- Leora Auslander -- University of C/18-Index of Names.md,same_book_name_similarity,0.600
rewrite_existing_unmapped_report,"00-books-result/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/B0438-1860s-1870s-Generation-report.md","00-books/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/04-THE 1860s AND 1870s SAW THE EMERGENCE OF A GENERAT.md",same_book_name_similarity,0.222
rewrite_existing_unmapped_report,"00-books-result/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/B0440-Arts-Crafts-Expansion-report.md","00-books/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/07-THE RICH ARTS AND CRAFTS MOVEMENT WHICH HADDEVELOP.md",same_book_name_similarity,0.222
rewrite_existing_unmapped_report,"00-books-result/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/B0442-Late-Nineteenth-Century-report.md","00-books/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/08-THE LATE NINETEENTH CENTURY WAS A RICH PERIOD FORA.md",same_book_name_similarity,0.333
rewrite_existing_unmapped_report,"00-books-result/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/B0443-German-Austrian-Designers-report.md","00-books/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/09-WHILE GERMAN AND AUSTRIAN ARTISTS AND DESIGNERSWER.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/B0452-Picture-Credits-Acknowledgements-report.md","00-books/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/18-PICTURE CREDITS ACKNOWLEDGEMENTS.md",same_book_name_similarity,0.600
rewrite_existing_unmapped_report,"00-books-result/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/B0453-Arts-Crafts-full-report.md","00-books/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar/The arts and crafts movement (Blakesley, Rosalind P. (Rosalind Polly)) (z-librar.md",same_book_name_similarity,0.222
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0454-Design-History-Reader-title-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/58-DESIGN HISTORY AND THE HISTORY OF DESIGN.md",same_book_name_similarity,0.286
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0457-Introduction-01-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/01-The designhistoryreader.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0458-Introduction-02-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/05-INTRODUCTION.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0461-Division-of-Labour-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/08-OF THE DIVISION OF LABOUR.md",same_book_name_similarity,0.600
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0462-Wedgwood-Slave-Medallion-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/09-THE WEDGWOOD SLAVE MEDALLION VALUES INEIGHTEENTH-CENTURY DES.md",same_book_name_similarity,0.333
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0463-Manufacturing-Consumption-Design-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/10-MANUFACTURING, CONSUMPTION AND DESIGN INEIGHTEENTH-CENTURY E.md",same_book_name_similarity,0.429
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0465-Illustrations-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/101-ILLUSTRATIONS.md",same_book_name_similarity,0.333
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0473-American-System-Mass-Production-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/17-THE 'AMERICAN SYSTEM' AND MASS-PRODUCTION,FROM INDUSTRIAL DE.md",same_book_name_similarity,0.500
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0474-Art-Craft-Machine-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/19-THE ART AND CRAFT OF THE MACHINE.md",same_book_name_similarity,0.500
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0476-Introduction-Modernism-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/21-INTRODUCTION.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0481-Workshop-to-Laboratory-Bauhaus-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/27-FROM WORKSHOP TO LABORATORY, FROMTHE BAUHAUS REASSESSED.md",same_book_name_similarity,0.500
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0483-Introduction-Postwar-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/30-INTRODUCTION.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0484-Utility-Furniture-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/31-UTILITY FURNITURE AND THE MYTH OFUTILITY 1943-1948.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0486-Khrushchev-Kitchen-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/34-THE KHRUSHCHEV KITCHEN DOMESTICATING THESCIENTIFIC-TECHNOLOG.md",same_book_name_similarity,0.286
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0487-All-That-Glitters-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/35-ALL THAT GLITTERS IS NOT STAINLESSReyner Banham (1966).md",same_book_name_similarity,0.300
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0489-Introduction-Postmodernism-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/37-INTRODUCTION.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0491-Ecstasy-of-Communication-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/39-THE ECSTASY OF COMMUNICATIONJean Baudrillard (1987).md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0492-No-Kitsch-Only-Design-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/40-THERE IS NO KITSCH, THERE IS ONLY DESIGN!.md",same_book_name_similarity,0.500
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0493-Deconstruction-Graphic-Design-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/41-DECONSTRUCTION AND GRAPHIC DESIGNHISTORY MEETS THEORY.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0497-Introduction-Sustainability-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/45-INTRODUCTION.md",same_book_name_similarity,0.250
rewrite_existing_unmapped_report,"00-books-result/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/B0498-Spaceship-Earth-report.md","00-books/The design history reader -- Grace Lees-Maffei, Rebecca Houze (eds_) -- New York/46-OPERATING MANUAL FOR SPACESHIP EARTH.md",same_book_name_similarity,0.333
